title,artist,sourceAlias,source,collection,link,bvid,page,pubdate,pubdateFormatted,viewCount,cover,normalizedTitle,vocaloidReasons
Fire◎Flower,halyosy feat.鏡音レン,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=18,BV1ggjs6hECr,18,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,fireflower,音源/术力口词:鏡音リン/レン | 音源/术力口词:v flower | P主/术力口作者:halyosy | 已知术力口曲名:Fire◎Flower
「ねぇ。」,ナノウ(ほえほえP) feat.初音ミク,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=19,BV1ggjs6hECr,19,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,ねえ,音源/术力口词:初音ミク
タイムマシン,1640mP feat.初音ミク,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=20,BV1ggjs6hECr,20,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,タイムマシン,音源/术力口词:初音ミク | P主/术力口作者:164 | 已知术力口曲名:タイムマシン
愛言葉III,DECO*27 feat.初音ミク,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=21,BV1ggjs6hECr,21,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,愛言葉iii,音源/术力口词:初音ミク | P主/术力口作者:DECO*27 | 已知术力口曲名:愛言葉III
恋愛勇者,Last Note. feat.GUMI,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=22,BV1ggjs6hECr,22,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,恋愛勇者,音源/术力口词:GUMI/Megpoid | P主/术力口作者:Last Note.
ロスタイムメモリー,じん feat.IA,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=23,BV1ggjs6hECr,23,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,ロスタイムメモリ,音源/术力口词:IA | P主/术力口作者:じん
ホシアイ,レフティーモンスターP feat.GUMI,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=24,BV1ggjs6hECr,24,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,ホシアイ,音源/术力口词:GUMI/Megpoid
Booo!,TOKOTOKO(西沢さんP) feat.音街ウナ,非常驻妹妹,others.js,歌切 2025-05-18 捞了首透明哀歌和消失,https://www.bilibili.com/video/BV1ggjs6hECr?p=25,BV1ggjs6hECr,25,1782005216,2026-06-21 09:26:56,165,https://i2.hdslb.com/bfs/archive/d2f300b1912c3ce2fcb2b6f2ef66b1d3c317168d.png@160w_90h_1c.webp,booo,音源/术力口词:音街ウナ | P主/术力口作者:西沢さんP
ブリキノダンス,日向電工 feat.初音ミク,みなとん,minaton.js,【歌切】捞了一首熱異常，挺好听的[2025-11-01]如果卡拉OK连续低于85分就立刻引退歌回 みなとん。は歌う,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=5,BV1fUjW6yEzQ,5,1782004186,2026-06-21 09:09:46,1265,https://i2.hdslb.com/bfs/archive/f6aefe8976763828aed62c03fb6284e8aa5b9d72.png@160w_90h_1c.webp,ブリキノダンス,音源/术力口词:初音ミク | P主/术力口作者:日向電工
ヒバナ,DECO*27 feat.初音ミク,みなとん,minaton.js,【歌切】捞了一首熱異常，挺好听的[2025-11-01]如果卡拉OK连续低于85分就立刻引退歌回 みなとん。は歌う,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=6,BV1fUjW6yEzQ,6,1782004186,2026-06-21 09:09:46,1265,https://i2.hdslb.com/bfs/archive/f6aefe8976763828aed62c03fb6284e8aa5b9d72.png@160w_90h_1c.webp,ヒバナ,音源/术力口词:初音ミク | P主/术力口作者:DECO*27 | 已知术力口曲名:ヒバナ
神っぽいな,ピノキオピー feat.初音ミク,みなとん,minaton.js,【歌切】捞了一首熱異常，挺好听的[2025-11-01]如果卡拉OK连续低于85分就立刻引退歌回 みなとん。は歌う,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=8,BV1fUjW6yEzQ,8,1782004186,2026-06-21 09:09:46,1265,https://i2.hdslb.com/bfs/archive/f6aefe8976763828aed62c03fb6284e8aa5b9d72.png@160w_90h_1c.webp,神つぽいな,音源/术力口词:初音ミク | P主/术力口作者:ピノキオピー | 已知术力口曲名:神っぽいな
ロミオとシンデレラ,doriko feat.初音ミク,みなとん,minaton.js,【歌切】捞了一首熱異常，挺好听的[2025-11-01]如果卡拉OK连续低于85分就立刻引退歌回 みなとん。は歌う,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=9,BV1fUjW6yEzQ,9,1782004186,2026-06-21 09:09:46,1265,https://i2.hdslb.com/bfs/archive/f6aefe8976763828aed62c03fb6284e8aa5b9d72.png@160w_90h_1c.webp,ロミオとシンデレラ,音源/术力口词:初音ミク | P主/术力口作者:doriko | 已知术力口曲名:ロミオとシンデレラ
熱異常,いよわ feat.足立レイ,みなとん,minaton.js,【歌切】捞了一首熱異常，挺好听的[2025-11-01]如果卡拉OK连续低于85分就立刻引退歌回 みなとん。は歌う,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=10,BV1fUjW6yEzQ,10,1782004186,2026-06-21 09:09:46,1265,https://i2.hdslb.com/bfs/archive/f6aefe8976763828aed62c03fb6284e8aa5b9d72.png@160w_90h_1c.webp,熱異常,P主/术力口作者:いよわ
モニタリング,DECO*27 feat.初音ミク,みなとん,minaton.js,【歌切】捞了一首熱異常，挺好听的[2025-11-01]如果卡拉OK连续低于85分就立刻引退歌回 みなとん。は歌う,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=11,BV1fUjW6yEzQ,11,1782004186,2026-06-21 09:09:46,1265,https://i2.hdslb.com/bfs/archive/f6aefe8976763828aed62c03fb6284e8aa5b9d72.png@160w_90h_1c.webp,モニタリング,音源/术力口词:初音ミク | P主/术力口作者:DECO*27
ラヴィ,すりぃ feat.鏡音レン,みなとん,minaton.js,【歌切】捞了一首熱異常，挺好听的[2025-11-01]如果卡拉OK连续低于85分就立刻引退歌回 みなとん。は歌う,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=12,BV1fUjW6yEzQ,12,1782004186,2026-06-21 09:09:46,1265,https://i2.hdslb.com/bfs/archive/f6aefe8976763828aed62c03fb6284e8aa5b9d72.png@160w_90h_1c.webp,ラヴィ,音源/术力口词:鏡音リン/レン | P主/术力口作者:すりぃ | 已知术力口曲名:ラヴィ
ロキ,みきとP feat. 鏡音リン,みなとん,minaton.js,【歌切】[2026-06-20]高音！爆速什么都能来！超燃🔥术力口歌回 みなとん。は歌う,https://www.bilibili.com/video/BV19ojH6hEX6?p=1,BV19ojH6hEX6,1,1781958276,2026-06-20 20:24:36,1328,https://i1.hdslb.com/bfs/archive/7f3b16cf51895b9b5e12a35a3a9ee724dff580f5.png@160w_90h_1c.webp,ロキ,音源/术力口词:鏡音リン/レン | P主/术力口作者:みきとP | 已知术力口曲名:ロキ
アンノウン・マザーグース,wowaka feat. 初音ミク,みなとん,minaton.js,【歌切】[2026-06-20]高音！爆速什么都能来！超燃🔥术力口歌回 みなとん。は歌う,https://www.bilibili.com/video/BV19ojH6hEX6?p=2,BV19ojH6hEX6,2,1781958276,2026-06-20 20:24:36,1328,https://i1.hdslb.com/bfs/archive/7f3b16cf51895b9b5e12a35a3a9ee724dff580f5.png@160w_90h_1c.webp,アンノウンマザグス,音源/术力口词:初音ミク | P主/术力口作者:wowaka | 已知术力口曲名:アンノウン・マザーグース
天ノ弱,164 feat. GUMI,みなとん,minaton.js,【歌切】[2026-06-20]高音！爆速什么都能来！超燃🔥术力口歌回 みなとん。は歌う,https://www.bilibili.com/video/BV19ojH6hEX6?p=3,BV19ojH6hEX6,3,1781958276,2026-06-20 20:24:36,1328,https://i1.hdslb.com/bfs/archive/7f3b16cf51895b9b5e12a35a3a9ee724dff580f5.png@160w_90h_1c.webp,天ノ弱,音源/术力口词:GUMI/Megpoid | P主/术力口作者:164 | 已知术力口曲名:天ノ弱
ロストワンの号哭,Neru feat. 鏡音リン,みなとん,minaton.js,【歌切】[2026-06-20]高音！爆速什么都能来！超燃🔥术力口歌回 みなとん。は歌う,https://www.bilibili.com/video/BV19ojH6hEX6?p=4,BV19ojH6hEX6,4,1781958276,2026-06-20 20:24:36,1328,https://i1.hdslb.com/bfs/archive/7f3b16cf51895b9b5e12a35a3a9ee724dff580f5.png@160w_90h_1c.webp,ロストワンの号哭,音源/术力口词:鏡音リン/レン | P主/术力口作者:Neru | 已知术力口曲名:ロストワンの号哭
フォニイ,ツミキ feat. 可不,みなとん,minaton.js,【歌切】[2026-06-20]高音！爆速什么都能来！超燃🔥术力口歌回 みなとん。は歌う,https://www.bilibili.com/video/BV19ojH6hEX6?p=5,BV19ojH6hEX6,5,1781958276,2026-06-20 20:24:36,1328,https://i1.hdslb.com/bfs/archive/7f3b16cf51895b9b5e12a35a3a9ee724dff580f5.png@160w_90h_1c.webp,フォニイ,音源/术力口词:可不/KAFU | P主/术力口作者:ツミキ | 已知术力口曲名:フォニイ
妄想感傷代償連盟,DECO*27 feat. 初音ミク,みなとん,minaton.js,【歌切】[2026-06-20]高音！爆速什么都能来！超燃🔥术力口歌回 みなとん。は歌う,https://www.bilibili.com/video/BV19ojH6hEX6?p=6,BV19ojH6hEX6,6,1781958276,2026-06-20 20:24:36,1328,https://i1.hdslb.com/bfs/archive/7f3b16cf51895b9b5e12a35a3a9ee724dff580f5.png@160w_90h_1c.webp,妄想感傷代償連盟,音源/术力口词:初音ミク | P主/术力口作者:DECO*27 | 已知术力口曲名:妄想感傷代償連盟
"Hello, Worker",KEI feat.巡音ルカ,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=1,BV17KjJ6ZENz,1,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,helloworker,音源/术力口词:巡音ルカ
ナイトドライバー,平田義久 feat.初音ミク・ゲキヤク・JOLNO,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=2,BV17KjJ6ZENz,2,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,ナイトドライバ,音源/术力口词:初音ミク
初音ミクの激唱,cosMo@暴走P feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=3,BV17KjJ6ZENz,3,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,初音ミクの激唱,音源/术力口词:初音ミク
ラプンツェル,n-buna feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=4,BV17KjJ6ZENz,4,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,ラプンツェル,音源/术力口词:初音ミク | P主/术力口作者:n-buna
乙女解剖,DECO*27 feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=5,BV17KjJ6ZENz,5,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,乙女解剖,音源/术力口词:初音ミク | P主/术力口作者:DECO*27 | 已知术力口曲名:乙女解剖
従属ふりったー,koyori(電ポルP) feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=6,BV17KjJ6ZENz,6,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,従属ふりつた,音源/术力口词:初音ミク | P主/术力口作者:電ポルP
サラマンダー,DECO*27 feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=7,BV17KjJ6ZENz,7,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,サラマンダ,音源/术力口词:初音ミク | P主/术力口作者:DECO*27 | 已知术力口曲名:サラマンダー
オレンジ,トーマ feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=8,BV17KjJ6ZENz,8,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,オレンジ,音源/术力口词:初音ミク | P主/术力口作者:トーマ
骸骨楽団とリリア,トーマ feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=9,BV17KjJ6ZENz,9,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,骸骨楽団とリリア,音源/术力口词:初音ミク | P主/术力口作者:トーマ
十面相,YM feat.GUMI,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=10,BV17KjJ6ZENz,10,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,十面相,音源/术力口词:GUMI/Megpoid
メテオ,じょん feat.初音ミク,非常驻妹妹,others.js,あかつき るき / Akatsuki Luci歌切 2026-06-19 有重大发表！？决定要当术力口音源的Vsinger带来的术力口曲限定歌回🎤,https://www.bilibili.com/video/BV17KjJ6ZENz?p=11,BV17KjJ6ZENz,11,1781957071,2026-06-20 20:04:31,135,https://i0.hdslb.com/bfs/archive/8fbccf393d43a0b4ec704893456f61315a918f4a.png@160w_90h_1c.webp,メテオ,音源/术力口词:初音ミク
ゴーストルール,DECO*27 feat. 初音ミク,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=8,BV1e5jJ6pEqn,8,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,ゴストルル,音源/术力口词:初音ミク | P主/术力口作者:DECO*27 | 已知术力口曲名:ゴーストルール
ねぇ、どろどろさん,YASUHIRO(康寛) feat. 鏡音リン,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=10,BV1e5jJ6pEqn,10,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,ねえ、どろどろさん,音源/术力口词:鏡音リン/レン | P主/术力口作者:YASUHIRO
ヴィラン,てにをは feat. flower,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=11,BV1e5jJ6pEqn,11,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,ヴィラン,音源/术力口词:v flower | 已知术力口曲名:ヴィラン
ブラック★ロックシューター,ryo(supercell) feat. 初音ミク,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=15,BV1e5jJ6pEqn,15,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,ブラックロックシュタ,音源/术力口词:初音ミク | 已知术力口曲名:ブラック★ロックシューター
きゅうくらりん,いよわ feat. 可不,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=16,BV1e5jJ6pEqn,16,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,きゆうくらりん,音源/术力口词:可不/KAFU | P主/术力口作者:いよわ | 已知术力口曲名:きゅうくらりん
キャットラビング,香椎モイミ feat. 可不,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=17,BV1e5jJ6pEqn,17,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,キャットラビング,音源/术力口词:可不/KAFU
撫でんな,柊マグネタイト feat. 可不,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=18,BV1e5jJ6pEqn,18,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,撫でんな,音源/术力口词:可不/KAFU | P主/术力口作者:柊マグネタイト
月陽-ツキアカリ-,みきとP feat. GUMI,茨むあん,ibaramuan.js,【歌切】[2026-06-20]可能会上瘾哦，要听听看吗？欢迎新观众 Muan ch.茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=23,BV1e5jJ6pEqn,23,1781956323,2026-06-20 19:52:03,664,https://i1.hdslb.com/bfs/archive/ae08927c7e3fa9c221cb423a5ee4fe11ca4f9d3f.png@160w_90h_1c.webp,月陽ツキアカリ,音源/术力口词:GUMI/Megpoid | P主/术力口作者:みきとP
始発とカフカ,n-buna feat. 初音ミク,澄花,sumica.js,【💐🎸歌切】[2026-06-20]💐1.5周年💐 | 𓊇第二年过得也太快了吧？感恩之宴～我要弹唱啦～🥳🥳 -sumica-澄花,https://www.bilibili.com/video/BV13LjJ6XEZp?p=12,BV13LjJ6XEZp,12,1781956274,2026-06-20 19:51:14,338,https://i2.hdslb.com/bfs/archive/26324b0672564098e489fd8e07c6dfe983766a81.png@160w_90h_1c.webp,始発とカフカ,音源/术力口词:初音ミク | P主/术力口作者:n-buna
ルカルカ★ナイトフィーバー,samfree feat. 巡音ルカ,非常驻妹妹,others.js,柊 さんた / Santa Hiiragi歌切 2026-06-20 我是会唱歌跳舞的圣诞老人Vtuber🎅🏻♡,https://www.bilibili.com/video/BV1HRjE6KEYg?p=1,BV1HRjE6KEYg,1,1781955130,2026-06-20 19:32:10,114,https://i0.hdslb.com/bfs/archive/3856d6aacb4c4c3225e4caa857e0d00aaa475b34.png@160w_90h_1c.webp,ルカルカナイトフィバ,音源/术力口词:巡音ルカ | P主/术力口作者:samfree | 已知术力口曲名:ルカルカ☆ナイトフィーバー
flos,R Sound Design feat.初音ミク,非常驻妹妹,others.js,柊 さんた / Santa Hiiragi歌切 2026-06-20 我是会唱歌跳舞的圣诞老人Vtuber🎅🏻♡,https://www.bilibili.com/video/BV1HRjE6KEYg?p=2,BV1HRjE6KEYg,2,1781955130,2026-06-20 19:32:10,114,https://i0.hdslb.com/bfs/archive/3856d6aacb4c4c3225e4caa857e0d00aaa475b34.png@160w_90h_1c.webp,flos,音源/术力口词:初音ミク | P主/术力口作者:R Sound Design | 已知术力口曲名:flos
少女レイ,みきとP feat.初音ミク,非常驻妹妹,others.js,柊 さんた / Santa Hiiragi歌切 2026-06-20 我是会唱歌跳舞的圣诞老人Vtuber🎅🏻♡,https://www.bilibili.com/video/BV1HRjE6KEYg?p=3,BV1HRjE6KEYg,3,1781955130,2026-06-20 19:32:10,114,https://i0.hdslb.com/bfs/archive/3856d6aacb4c4c3225e4caa857e0d00aaa475b34.png@160w_90h_1c.webp,少女レイ,音源/术力口词:初音ミク | P主/术力口作者:みきとP | 已知术力口曲名:少女レイ
サボテンと蜃気楼,若干P feat.初音ミク,非常驻妹妹,others.js,柊 さんた / Santa Hiiragi歌切 2026-06-20 我是会唱歌跳舞的圣诞老人Vtuber🎅🏻♡,https://www.bilibili.com/video/BV1HRjE6KEYg?p=4,BV1HRjE6KEYg,4,1781955130,2026-06-20 19:32:10,114,https://i0.hdslb.com/bfs/archive/3856d6aacb4c4c3225e4caa857e0d00aaa475b34.png@160w_90h_1c.webp,サボテンと蜃気楼,音源/术力口词:初音ミク
シャルル,バルーン feat.flower,非常驻妹妹,others.js,羽緒 - Hao -歌切 2026-06-19 今天也一如既往地唱唱歌🦉,https://www.bilibili.com/video/BV1pRjE6KEZA?p=7,BV1pRjE6KEZA,7,1781954973,2026-06-20 19:29:33,194,https://i2.hdslb.com/bfs/archive/43131a22a523e20dd0a1e3428934ad974cc7b5ea.png@160w_90h_1c.webp,シャルル,音源/术力口词:v flower | P主/术力口作者:バルーン | 已知术力口曲名:シャルル
メロウ,須田景凪,非常驻妹妹,others.js,羽緒 - Hao -歌切 2026-06-19 今天也一如既往地唱唱歌🦉,https://www.bilibili.com/video/BV1pRjE6KEZA?p=8,BV1pRjE6KEZA,8,1781954973,2026-06-20 19:29:33,194,https://i2.hdslb.com/bfs/archive/43131a22a523e20dd0a1e3428934ad974cc7b5ea.png@160w_90h_1c.webp,メロウ,P主/术力口作者:バルーン
サマータイムレコード,じん feat.IA,非常驻妹妹,others.js,羽緒 - Hao -歌切 2026-06-19 今天也一如既往地唱唱歌🦉,https://www.bilibili.com/video/BV1pRjE6KEZA?p=27,BV1pRjE6KEZA,27,1781954973,2026-06-20 19:29:33,194,https://i2.hdslb.com/bfs/archive/43131a22a523e20dd0a1e3428934ad974cc7b5ea.png@160w_90h_1c.webp,サマタイムレコド,音源/术力口词:IA | P主/术力口作者:じん | 已知术力口曲名:サマータイムレコード
Ready Steady,Giga feat. 初音ミク・鏡音リン・鏡音レン,緋那ちび,hinachibi.js,【歌切】[2026-06-19]投稿了翻唱哦～～！！也来听听我的live吧🍎🌟 緋那ちび_Vtuber,https://www.bilibili.com/video/BV1grjr65EsU?p=1,BV1grjr65EsU,1,1781900482,2026-06-20 04:21:22,407,https://i2.hdslb.com/bfs/archive/3095f06a01961a266617ee4d0cc0f89a70585a75.png@160w_90h_1c.webp,readysteady,音源/术力口词:初音ミク | 音源/术力口词:鏡音リン/レン | P主/术力口作者:Giga
砂の惑星,米津玄師,Figaro,figaro.js,【💐歌切】[2026-06-19]今周也辛苦了！ Figaro,https://www.bilibili.com/video/BV1Skjr6kEav?p=7,BV1Skjr6kEav,7,1781900378,2026-06-20 04:19:38,159,https://i2.hdslb.com/bfs/archive/d8d7c010174820ab85caf222385a734fc68f2c3a.png@160w_90h_1c.webp,砂の惑星,已知术力口曲名:砂の惑星
アサガオの散る頃に,じっぷす feat.初音ミク,朱名,shuna.js,【歌切】[2026-06-19]睡眠导入歌回🌠 朱名 / SHUNA,https://www.bilibili.com/video/BV1Yjjk6JExc?p=21,BV1Yjjk6JExc,21,1781900129,2026-06-20 04:15:29,484,https://i1.hdslb.com/bfs/archive/80043ba05928835087b825ff0bd9ff27d013e211.png@160w_90h_1c.webp,アサガオの散る頃に,音源/术力口词:初音ミク
夜明けと蛍,n-buna feat.初音ミク,朱名,shuna.js,【歌切】[2026-06-19]睡眠导入歌回🌠 朱名 / SHUNA,https://www.bilibili.com/video/BV1Yjjk6JExc?p=22,BV1Yjjk6JExc,22,1781900129,2026-06-20 04:15:29,484,https://i1.hdslb.com/bfs/archive/80043ba05928835087b825ff0bd9ff27d013e211.png@160w_90h_1c.webp,夜明けと蛍,音源/术力口词:初音ミク | P主/术力口作者:n-buna | 已知术力口曲名:夜明けと蛍
夜もすがら君想ふ,TOKOTOKO(西沢さんP) feat.GUMI,茨むあん,ibaramuan.js,【歌切】[2026-06-19]可能是你喜欢的歌声，来听听看吧。欢迎初见！ Muan ch.茨むあん,https://www.bilibili.com/video/BV1aJjk67EUv?p=1,BV1aJjk67EUv,1,1781898758,2026-06-20 03:52:38,699,https://i2.hdslb.com/bfs/archive/349393ddd8e46e774041435722e5d0b80bd05206.png@160w_90h_1c.webp,夜もすがら君想ふ,音源/术力口词:GUMI/Megpoid | P主/术力口作者:西沢さんP
少女レイ,みきとP feat.初音ミク,茨むあん,ibaramuan.js,【歌切】[2026-06-19]可能是你喜欢的歌声，来听听看吧。欢迎初见！ Muan ch.茨むあん,https://www.bilibili.com/video/BV1aJjk67EUv?p=2,BV1aJjk67EUv,2,1781898758,2026-06-20 03:52:38,699,https://i2.hdslb.com/bfs/archive/349393ddd8e46e774041435722e5d0b80bd05206.png@160w_90h_1c.webp,少女レイ,音源/术力口词:初音ミク | P主/术力口作者:みきとP | 已知术力口曲名:少女レイ
