title,artist,source,sourceAlias,collection,bvid,page,pubdateFormatted,link,auditReasons,pendingTitleReasons
魂のルフラン,高橋洋子,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,9,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=9,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ハレ晴レユカイ,涼宮ハルヒ(CV:平野綾)、長門有希(CV:茅原実里)、朝比奈みくる(CV:後藤邑子),ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,10,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=10,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
KICK BACK,米津玄師,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,13,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=13,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ちゅ、多様性。,ano,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,14,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=14,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
忘れてやらない,結束バンド,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,17,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=17,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
青春コンプレックス,結束バンド,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,18,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=18,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
HANABI,いきものがかり,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,21,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=21,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
うたかた花火,supercell,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,22,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=22,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
革命道中,アイナ・ジ・エンド,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,25,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=25,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
アンパンマンのマーチ,ドリーミング,ibaramuan.js,茨むあん,【歌切】[2026-06-15]星期一定期🎙动漫歌和术力口都喜欢对吧？欢迎初见！ Muan ch.茨むあん,BV18FjT65EJJ,26,2026-06-16 04:26:22,https://www.bilibili.com/video/BV18FjT65EJJ?p=26,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
シンデレラ,相対性理論,suzuhanainori.js,鈴花いのり,歌切 2026-06-14 鈴花いのり - Suzuhana Inori - cLoOdpAgqAU 星期日定期𝜗𝜚.⋆ 反差声线怎么样？♡欢迎初见的朋友！,BV1jyjK6sEns,23,2026-06-16 03:35:47,https://www.bilibili.com/video/BV1jyjK6sEns?p=23,曲名需额外证据:シンデレラ,已知术力口曲名:シンデレラ
ルーム No.4,超学生,momijimaru.js,紅葉丸,【🍁歌切】[2026-06-07]术力口爱好者集合!! 唱完50首术力口才结束✨ 紅葉丸チャンネル Momijimaru,BV1upEa6pE5A,14,2026-06-08 04:46:37,https://www.bilibili.com/video/BV1upEa6pE5A?p=14,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
エンドロール,夏代孝明,momijimaru.js,紅葉丸,【🍁歌切】[2026-06-07]术力口爱好者集合!! 唱完50首术力口才结束✨ 紅葉丸チャンネル Momijimaru,BV1upEa6pE5A,42,2026-06-08 04:46:37,https://www.bilibili.com/video/BV1upEa6pE5A?p=42,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
気まぐれロマンティック,いきものがかり,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,1,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=1,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
青春ライン,いきものがかり,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,2,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=2,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
空色デイズ,中川翔子,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,5,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=5,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
"NO, Thank You!",放課後ティータイム,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,6,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=6,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
いけないボーダーライン,ワルキューレ,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,7,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=7,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ホタルノヒカリ,いきものがかり,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,8,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=8,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
そばかす,JUDY AND MARY,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,11,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=11,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
YUME日和,島谷ひとみ,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,12,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=12,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
勇者,YOASOBI,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,15,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=15,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
百花繚乱,幾田りら,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,16,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=16,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
やさしさに包まれたなら,荒井由実,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,19,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=19,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
革命道中,アイナ・ジ・エンド,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,20,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=20,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
アイドル,YOASOBI,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,23,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=23,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
POP IN 2,B小町(ルビー(CV:伊駒ゆりえ)、有馬かな(CV:潘めぐみ)、MEMちょ(CV:大久保瑠美)),ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,24,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=24,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ヒトヒラのハナビラ,ステレオポニー,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,27,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=27,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
LOSER,米津玄師,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,28,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=28,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
廻廻奇譚,Eve,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,29,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=29,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
青のすみか,キタニタツヤ,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,30,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=30,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
Mela!,緑黄色社会,ibaramuan.js,茨むあん,【歌切】[2026-06-05]动漫、术力口很多！初次见面的朋友也请一定来🌟 Muan ch.茨むあん,BV1SrEJ6DEVB,34,2026-06-06 22:33:53,https://www.bilibili.com/video/BV1SrEJ6DEVB?p=34,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
絶対敵対メチャキライヤー,メドミア,friends.js,联动,🍯🍁联动歌切 2026-06-02 古椿姫 メル ❌ 紅葉丸 搞笑二人组激情开唱超燃术力口歌曲✊🔥,BV1AUVr6ZEpE,1,2026-06-03 04:08:36,https://www.bilibili.com/video/BV1AUVr6ZEpE?p=1,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
月光,はるまきごはん×キタニタツヤ,friends.js,联动,🍯🍁联动歌切 2026-06-02 古椿姫 メル ❌ 紅葉丸 搞笑二人组激情开唱超燃术力口歌曲✊🔥,BV1AUVr6ZEpE,2,2026-06-03 04:08:36,https://www.bilibili.com/video/BV1AUVr6ZEpE?p=2,高重名标题需要显式音源证据 | 合集/视频标题含术力口关键词但歌名/歌手无直接证据,
magnet recall,湊貴大(流星P),friends.js,联动,🍯🍁联动歌切 2026-06-02 古椿姫 メル ❌ 紅葉丸 搞笑二人组激情开唱超燃术力口歌曲✊🔥,BV1AUVr6ZEpE,6,2026-06-03 04:08:36,https://www.bilibili.com/video/BV1AUVr6ZEpE?p=6,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
林檎売りの泡沫少女,yukkedoluce,friends.js,联动,🍯🍁联动歌切 2026-06-02 古椿姫 メル ❌ 紅葉丸 搞笑二人组激情开唱超燃术力口歌曲✊🔥,BV1AUVr6ZEpE,8,2026-06-03 04:08:36,https://www.bilibili.com/video/BV1AUVr6ZEpE?p=8,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
D/N/A,Azari,friends.js,联动,🍯🍁联动歌切 2026-06-02 古椿姫 メル ❌ 紅葉丸 搞笑二人组激情开唱超燃术力口歌曲✊🔥,BV1AUVr6ZEpE,9,2026-06-03 04:08:36,https://www.bilibili.com/video/BV1AUVr6ZEpE?p=9,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
おおかみは赤ずきんに恋をした,ひとしずく×やま△,friends.js,联动,🍯🍁联动歌切 2026-06-02 古椿姫 メル ❌ 紅葉丸 搞笑二人组激情开唱超燃术力口歌曲✊🔥,BV1AUVr6ZEpE,10,2026-06-03 04:08:36,https://www.bilibili.com/video/BV1AUVr6ZEpE?p=10,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
1925,冨田悠斗(とみー/t-pocket),ririsya.js,凛々咲,【🐍歌切】[2026-06-01]术力口歌回 ✧ 唱点令人怀念的术力口曲哦 凛々咲 / Ririsya,BV1dLVZ6sEj5,3,2026-06-01 19:45:46,https://www.bilibili.com/video/BV1dLVZ6sEj5?p=3,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
告白予行練習,HoneyWorks,ririsya.js,凛々咲,【🐍歌切】[2026-06-01]术力口歌回 ✧ 唱点令人怀念的术力口曲哦 凛々咲 / Ririsya,BV1dLVZ6sEj5,8,2026-06-01 19:45:46,https://www.bilibili.com/video/BV1dLVZ6sEj5?p=8,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ダーリン,須田景凪,others.js,非常驻妹妹,歌切 2026-05-28 鷲羽アスカ 8_rR4hMxknQ 睡眠导入钢琴限定歌回💫来一首怎么样？┊欢迎初见观众,BV1ReVs6AEmk,5,2026-05-29 05:33:19,https://www.bilibili.com/video/BV1ReVs6AEmk?p=5,高重名标题需要显式音源证据,
ダーリン,須田景凪,momijimaru.js,紅葉丸,【🍁歌切】[2026-05-13]早上好呀!! 悠闲杂谈&歌回🍁✨ 紅葉丸チャンネル Momijimaru,BV1sU5S69EHA,4,2026-05-14 10:15:24,https://www.bilibili.com/video/BV1sU5S69EHA?p=4,高重名标题需要显式音源证据,
ガランド,ピコン,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,9,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=9,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ラブ＆デストロイ,ナポリP,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,10,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=10,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ECHO,CIRCRUSH,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,12,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=12,曲名需额外证据:ECHO | 合集/视频标题含术力口关键词但歌名/歌手无直接证据,已知术力口曲名:ECHO
ルーマー,ポリスピカデリー,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,17,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=17,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
曖昧さ回避,ポリスピカデリー,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,18,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=18,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
再会,はるまきごはん,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,19,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=19,高重名标题需要显式音源证据 | 合集/视频标题含术力口关键词但歌名/歌手无直接证据,
人間だった,ピコン,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,25,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=25,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
〇〇〇〇〇,やいり,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,26,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=26,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
波に名前をつけること、僕らの呼吸に終わりがあること。,キタニタツヤ,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,27,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=27,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
君が夜の海に還るまで,キタニタツヤ,figaro.js,Figaro,【💐歌切】[2026-05-01]唱很多术力口歌曲的日子！ Figaro,BV1u6REBgEtH,28,2026-05-02 18:09:43,https://www.bilibili.com/video/BV1u6REBgEtH?p=28,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
ダーリン,須田景凪,sumica.js,澄花,【歌切】[2026-04-26]悠悠弹唱来补充能量吧～🔥 -sumica-澄花,BV1gtoiBFE5H,5,2026-04-27 05:03:46,https://www.bilibili.com/video/BV1gtoiBFE5H?p=5,高重名标题需要显式音源证据,
ダーリン,須田景凪,friends.js,联动,联动歌切 2026-04-24 和音门るき的第一次歌曲合作！带来充满力量且帅气的歌曲 Ibuki,BV1ajonBHEsB,7,2026-04-25 03:33:36,https://www.bilibili.com/video/BV1ajonBHEsB?p=7,高重名标题需要显式音源证据,
月光,はるまきごはん×キタニタツヤ,culua.js,CULUA,【歌切】[2026-02-26]太帅了｜Culua′s 精选歌单第24弹 CULUA,BV1uvQ8BaEAZ,8,2026-04-14 01:32:16,https://www.bilibili.com/video/BV1uvQ8BaEAZ?p=8,高重名标题需要显式音源证据,
美人局,是,culua.js,CULUA,【歌切】[2026-04-02]术力口限定歌回 Culua′s 精选歌单第28弹 CULUA,BV1tEQhBAERD,1,2026-04-14 24:41:03,https://www.bilibili.com/video/BV1tEQhBAERD?p=1,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
あとのまつり,Peg,culua.js,CULUA,【歌切】[2026-04-02]术力口限定歌回 Culua′s 精选歌单第28弹 CULUA,BV1tEQhBAERD,2,2026-04-14 24:41:03,https://www.bilibili.com/video/BV1tEQhBAERD?p=2,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
あわよくばきみの眷属になりたいな,Peg,culua.js,CULUA,【歌切】[2026-04-02]术力口限定歌回 Culua′s 精选歌单第28弹 CULUA,BV1tEQhBAERD,3,2026-04-14 24:41:03,https://www.bilibili.com/video/BV1tEQhBAERD?p=3,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
GARBAGE,あめのむらくもP,culua.js,CULUA,【歌切】[2026-04-02]术力口限定歌回 Culua′s 精选歌单第28弹 CULUA,BV1tEQhBAERD,7,2026-04-14 24:41:03,https://www.bilibili.com/video/BV1tEQhBAERD?p=7,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
群青讃歌,Eve,otomoneruki.js,音門るき,【👿歌切】[2026-04-07]作为广播替代的午间歌回📻🎶初次见面的朋友也来听一首如何😈💝 Ruki Otokado 音門るき [VEE],BV1sBDJBdEts,7,2026-04-09 24:47:23,https://www.bilibili.com/video/BV1sBDJBdEts?p=7,曲名需额外证据:群青讃歌,已知术力口曲名:群青讃歌
ダーリン,須田景凪,bv1qa9jb6eaw.js,陽月るるふ,🐺🎀 打卡生日月每日歌回 Day2 陽月るるふ,BV12r9JBeEeB,5,2026-04-02 05:14:38,https://www.bilibili.com/video/BV12r9JBeEeB?p=5,高重名标题需要显式音源证据,
ダーリン,須田景凪,sumica.js,澄花,【歌切】[2026-03-29]中午悠闲听弹唱如何～☀[UD2rGd5ZtNc] 澄花,BV1ttXXBbE3j,4,2026-03-30 11:59:00,https://www.bilibili.com/video/BV1ttXXBbE3j?p=4,高重名标题需要显式音源证据,
QUEEN,LiSA,momijimaru.js,紅葉丸,【🍁歌切】[2026-03-21]反应50万次耐久歌回!!主打暗黑风格曲目💀✨[_eWB8jDRHug] 紅葉丸,BV1zzAAzPEhY,1,2026-03-21 22:48:42,https://www.bilibili.com/video/BV1zzAAzPEhY?p=1,曲名需额外证据:QUEEN,已知术力口曲名:QUEEN
月光,はるまきごはん,ray.js,來-Ray-,【歌切】[2026-03-01]流しめ歌枠1[X0gLxVt9sDg] 來-Ray-,BV1ZAP3z9EX4,2,2026-03-02 05:34:35,https://www.bilibili.com/video/BV1ZAP3z9EX4?p=2,高重名标题需要显式音源证据,
群青讃歌,Eve,otomoneruki.js,音門るき,【音門るき😈歌切】2025-06-07 ~ 2025-09-20,BV1B7f8BbEQm,30,2026-02-26 04:26:43,https://www.bilibili.com/video/BV1B7f8BbEQm?p=30,曲名需额外证据:群青讃歌,已知术力口曲名:群青讃歌
月光,はるまきごはん,ray.js,來-Ray-,來-Ray-  歌切 2025-06-04 ~  2025-11-02,BV1mJZwB8EVa,14,2026-02-17 05:00:00,https://www.bilibili.com/video/BV1mJZwB8EVa?p=14,高重名标题需要显式音源证据,
ドラマツルギー,Eve,naraetan.js,なれたん,[2026-02-10]ボカロ曲縛りで歌うよ💚I’ll be singing Vocaloid songs only[なれたん Naraetan Ch.🌷],BV12uc5ziEQZ,1,2026-02-17 04:20:00,https://www.bilibili.com/video/BV12uc5ziEQZ?p=1,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
スキキライ,HoneyWorks,naraetan.js,なれたん,[2026-02-10]ボカロ曲縛りで歌うよ💚I’ll be singing Vocaloid songs only[なれたん Naraetan Ch.🌷],BV12uc5ziEQZ,7,2026-02-17 04:20:00,https://www.bilibili.com/video/BV12uc5ziEQZ?p=7,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
月光,はるまきごはん,ray.js,來-Ray-,來-Ray-  歌切 2025-11-08 ~  2026-01-18,BV1wUZcBQEBo,88,2026-02-17 24:25:44,https://www.bilibili.com/video/BV1wUZcBQEBo?p=88,高重名标题需要显式音源证据,
月光,はるまきごはん,ray.js,來-Ray-,來-Ray-  歌切 2025-11-08 ~  2026-01-18,BV1wUZcBQEBo,112,2026-02-17 24:25:44,https://www.bilibili.com/video/BV1wUZcBQEBo?p=112,高重名标题需要显式音源证据,
ダーリン,須田景凪,otomoneruki.js,音門るき,[2026-02-14]ラジオ代わりの夜歌枠📻🎶バレンタインだね🍫[up4xSdvumnI][📻🎶音門るき👿⛄VEE 歌切],BV1zzZPBsEum,3,2026-02-16 06:25:56,https://www.bilibili.com/video/BV1zzZPBsEum?p=3,高重名标题需要显式音源证据,
QUEEN,LiSA,others.js,非常驻妹妹,天使 2025-12-01 ~ 2025-12-25 去重 CYBILL,BV1tzcHzFEox,95,2026-02-14 07:57:00,https://www.bilibili.com/video/BV1tzcHzFEox?p=95,曲名需额外证据:QUEEN,已知术力口曲名:QUEEN
ダーリン,須田景凪,otomoneruki.js,音門るき,📻🎶Ruki Otokado 音門るき👿🌙 2025-12-19 ~ 2026-01-30,BV1WRFMzmECA,4,2026-02-03 02:31:54,https://www.bilibili.com/video/BV1WRFMzmECA?p=4,高重名标题需要显式音源证据,
群青讃歌,Eve,otomoneruki.js,音門るき,📻🎶Ruki Otokado 音門るき👿🌙 2025-12-19 ~ 2026-01-30,BV1WRFMzmECA,91,2026-02-03 02:31:54,https://www.bilibili.com/video/BV1WRFMzmECA?p=91,曲名需额外证据:群青讃歌,已知术力口曲名:群青讃歌
ダーリン,バルーン,figaro.js,Figaro,【💐Figaro 歌切】[2026-01-22]明日、新モデルになる人の歌枠 明天有新服装 [x77r1UiOg6Q],BV1wHzABVEaR,5,2026-01-23 04:26:03,https://www.bilibili.com/video/BV1wHzABVEaR?p=5,高重名标题需要显式音源证据,
銭に愛を,sabio,yuri.js,優莉 yuri,【優莉（ゆうり）歌切】[2026-01-22]好きなボカロ曲歌います！ [rjY_6Fj_I3s],BV1uwzcBEEGJ,4,2026-01-23 02:38:45,https://www.bilibili.com/video/BV1uwzcBEEGJ?p=4,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
消えろ,優莉,yuri.js,優莉 yuri,【優莉（ゆうり）歌切】[2026-01-22]好きなボカロ曲歌います！ [rjY_6Fj_I3s],BV1uwzcBEEGJ,5,2026-01-23 02:38:45,https://www.bilibili.com/video/BV1uwzcBEEGJ?p=5,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
残贈,優莉,yuri.js,優莉 yuri,【優莉（ゆうり）歌切】[2026-01-22]好きなボカロ曲歌います！ [rjY_6Fj_I3s],BV1uwzcBEEGJ,6,2026-01-23 02:38:45,https://www.bilibili.com/video/BV1uwzcBEEGJ?p=6,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
星に名前を,優莉,yuri.js,優莉 yuri,【優莉（ゆうり）歌切】[2026-01-22]好きなボカロ曲歌います！ [rjY_6Fj_I3s],BV1uwzcBEEGJ,9,2026-01-23 02:38:45,https://www.bilibili.com/video/BV1uwzcBEEGJ?p=9,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
Enter!,優莉,yuri.js,優莉 yuri,【優莉（ゆうり）歌切】[2026-01-22]好きなボカロ曲歌います！ [rjY_6Fj_I3s],BV1uwzcBEEGJ,10,2026-01-23 02:38:45,https://www.bilibili.com/video/BV1uwzcBEEGJ?p=10,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
paranoia,つなまる(めざめP),MunMosh.js,むんもっしゅ,【🌙🎀 むんもっしゅ 歌切】[2026-01-20]古のボカロを弾き語り🎸[OH7FXW6Y7Qk].mp4,BV13vzJBBEkY,4,2026-01-22 02:40:04,https://www.bilibili.com/video/BV13vzJBBEkY?p=4,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
プラトニック・ラヴ,メル,MunMosh.js,むんもっしゅ,【🌙🎀 むんもっしゅ 歌切】[2026-01-20]古のボカロを弾き語り🎸[OH7FXW6Y7Qk].mp4,BV13vzJBBEkY,7,2026-01-22 02:40:04,https://www.bilibili.com/video/BV13vzJBBEkY?p=7,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
いかないで,想太,MunMosh.js,むんもっしゅ,【🌙🎀 むんもっしゅ 歌切】[2026-01-20]古のボカロを弾き語り🎸[OH7FXW6Y7Qk].mp4,BV13vzJBBEkY,8,2026-01-22 02:40:04,https://www.bilibili.com/video/BV13vzJBBEkY?p=8,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
"rain stops, good-bye",におP,MunMosh.js,むんもっしゅ,【🌙🎀 むんもっしゅ 歌切】[2026-01-20]古のボカロを弾き語り🎸[OH7FXW6Y7Qk].mp4,BV13vzJBBEkY,15,2026-01-22 02:40:04,https://www.bilibili.com/video/BV13vzJBBEkY?p=15,合集/视频标题含术力口关键词但歌名/歌手无直接证据,
