title,artist_variants,occurrence_count,source_count,latest_upload_time,latest_source,latest_link,sources,bvids,reasons,normalized_title
ミルククラウン・オン・ソーネチカ,"ユジー feat. 初音ミク
ユジー&初音ミク",2,2,2026-06-25 06:21:10,323,https://www.bilibili.com/video/BV1YL7t6mEUQ?p=15,"323
紅葉丸","BV1YL7t6mEUQ
BV1D2wozNEb9",音源/术力口词:初音ミク,ミルククラウンオンソネチカ
グリグリメガネと月光蟲,"古川本舗 feat. 初音ミク
古川本舗 feat.初音ミク",2,2,2026-06-25 05:24:48,はるこたつぶとん倶楽部,https://www.bilibili.com/video/BV1Pe7t6vEC1?p=6,"はるこたつぶとん倶楽部
Figaro","BV1Pe7t6vEC1
BV1e7JM6aEKP",音源/术力口词:初音ミク,グリグリメガネと月光蟲
フロムトーキョー,夏代孝明・渡辺拓也 feat. 初音ミク,1,1,2026-06-25 04:41:25,緋那ちび,https://www.bilibili.com/video/BV1EP7x67Eqq?p=10,緋那ちび,BV1EP7x67Eqq,音源/术力口词:初音ミク,フロムトキョ
月陽 -ツキアカリ-,"みきとP feat. GUMI
みきとP feat.GUMI",12,6,2026-06-25 04:34:17,Figaro,https://www.bilibili.com/video/BV1jN7x62Eza?p=1,"Figaro
茨むあん
非常驻妹妹
羽澄さひろ
紅葉丸
來-Ray-","BV1jN7x62Eza
BV1U1jX6gERk
BV1e5jJ6pEqn
BV1NDLZ6EEUh
BV1x3JE6jEHV
BV1t9R1BLEw9
BV1JBoXB4Enu
BV1hrDNBtEm1
BV1XUQSBWEc3
BV1wUZcBQEBo
BV1q879zVE2m
BV1MQ3KeXEXG","音源/术力口词:GUMI/Megpoid
P主/术力口作者:みきとP",月陽ツキアカリ
妄想疾患■ガール,れるりり・大柴広己 feat. GUMI,1,1,2026-06-25 04:34:17,Figaro,https://www.bilibili.com/video/BV1jN7x62Eza?p=2,Figaro,BV1jN7x62Eza,"音源/术力口词:GUMI/Megpoid
P主/术力口作者:れるりり",妄想疾患ガル
うぉんちゅーばっど,"jon-YAKITORY feat. 可不
jon-YAKITORY feat.可不",3,2,2026-06-25 04:19:45,323,https://www.bilibili.com/video/BV1Jw7x6UEYk?p=7,"323
緋那ちび","BV1Jw7x6UEYk
BV1z57R6AEXp
BV134wAzJEph",音源/术力口词:可不/KAFU,うおんちゆばつど
ファイアダンス,DECO*27 × Giga feat. 初音ミク・鏡音レン・MEIKO・KAITO,1,1,2026-06-24 15:14:35,非常驻妹妹,https://www.bilibili.com/video/BV1t2jX6zEab?p=14,非常驻妹妹,BV1t2jX6zEab,"音源/术力口词:初音ミク
音源/术力口词:鏡音リン/レン
音源/术力口词:MEIKO
音源/术力口词:KAITO
P主/术力口作者:DECO*27",ファイアダンス
迷子の僕に,KEI feat. GUMI,1,1,2026-06-24 14:23:14,碧生ねの,https://www.bilibili.com/video/BV1SCjX6rEuy?p=4,碧生ねの,BV1SCjX6rEuy,音源/术力口词:GUMI/Megpoid,迷子の僕に
アストロノーツ,"ぽわぽわP feat. 初音ミク
初音ミク(ぽわぽわP)",2,2,2026-06-24 14:10:51,非常驻妹妹,https://www.bilibili.com/video/BV1GEj96mEgT?p=35,"非常驻妹妹
音門るき","BV1GEj96mEgT
BV1zzZPBsEum",音源/术力口词:初音ミク,アストロノツ
ちゃんとあるよ,"傘村トータ feat. 可不
傘村トータ",9,3,2026-06-24 14:10:51,非常驻妹妹,https://www.bilibili.com/video/BV1GEj96mEgT?p=43,"非常驻妹妹
よしか🦍
むんもっしゅ","BV1GEj96mEgT
BV1S5oJYWEdW
BV1YnfSYUEvj
BV1FbS4YkEU5
BV1xSycYeEJ7
BV1Av16Y3EvJ
BV145tReFE9u
BV1Uxe3esE3U
BV1uJeCeUERE","音源/术力口词:可不/KAFU
P主/术力口作者:傘村トータ",ちやんとあるよ
ハチスは夏に背を向けて,メル feat. IA,2,1,2026-06-24 13:20:43,はるこたつぶとん倶楽部,https://www.bilibili.com/video/BV16wj96bEai?p=12,はるこたつぶとん倶楽部,"BV16wj96bEai
BV1yDjz6bEFr",音源/术力口词:IA,ハチスは夏に背を向けて
天樂,"ゆうゆP feat. 鏡音リン
ゆうゆ",6,4,2026-06-24 12:44:59,接力,https://www.bilibili.com/video/BV1Azj96PEM5?p=1,"接力
なれたん
非常驻妹妹
天籠りのん","BV1Azj96PEM5
BV1frRMBZEdu
BV1GVc3zTEeu
BV1tzcHzFEox
BV1JV8mevE3a
BV1UU411Z7W6","音源/术力口词:鏡音リン/レン
P主/术力口作者:ゆうゆ",天樂
シンクロサイクロトロン・スピリチュアライザー。,砂粒 feat. GUMI,2,1,2026-06-24 12:36:56,はるこたつぶとん倶楽部,https://www.bilibili.com/video/BV1Emj96ZEHh?p=29,はるこたつぶとん倶楽部,"BV1Emj96ZEHh
BV1RVLf6aEJ9",音源/术力口词:GUMI/Megpoid,シンクロサイクロトロンスピリチュアライザ
メルト CPK! Remix,ryo(supercell) feat. 初音ミク,1,1,2026-06-23 20:32:41,凛々咲,https://www.bilibili.com/video/BV1cMj26GENu?p=3,凛々咲,BV1cMj26GENu,音源/术力口词:初音ミク,メルトcpkremix
もしも一人残されて、世界が嘘じゃないなら,n.k feat. IA,2,2,2026-06-23 20:06:48,茨むあん,https://www.bilibili.com/video/BV1qLj26iES2?p=25,"茨むあん
來-Ray-","BV1qLj26iES2
BV1esGW64Ekg",音源/术力口词:IA,もしも一人残されて、世界が嘘じやないなら
真生活,"案山子 feat. 初音ミク
案山子 feat.初音ミク",2,2,2026-06-23 07:43:32,非常驻妹妹,https://www.bilibili.com/video/BV1FG7361EWF?p=13,"非常驻妹妹
Figaro","BV1FG7361EWF
BV1MQ3KeXEXG",音源/术力口词:初音ミク,真生活
それがあなたの幸せとしても,"Heavenz feat. 巡音ルカ
Heavenz feat.巡音ルカ
Heavenz",27,9,2026-06-23 07:11:10,鈴花いのり,https://www.bilibili.com/video/BV17Y7M6eEy3?p=3,"鈴花いのり
Figaro
非常驻妹妹
はるこたつぶとん倶楽部
來-Ray-
深影
联动
接力
陽月るるふ","BV17Y7M6eEy3
BV1PYEa61Epq
BV1oy7d6hEKP
BV1ZoVT6WESk
BV1esGW64Ekg
BV1QvG56ZE5C
BV1EWGq6vEJs
BV1Rxo7BmEkz
BV1QHDbBtE3H
BV1DdSDBDEEF
BV1DuSUB5EeX
BV1EjSSBbEhj
BV11FNGzzEdw
BV17vBHBpEbo
BV1aZ1tBjEU8
BV1iAeKz5EPV
BV1sHVMz7Ekv
BV14XNkeKEdg
BV1ZgqiYaEDv
BV1azyvYuEhT
BV1Rq4ceDE2H
BV1iEsUeHE2B
BV1MTtretE4n
BV1QabaeGE1m
BV1FJaneYEr1
BV1vD421n7oj
BV1k2421M7PJ","音源/术力口词:巡音ルカ
P主/术力口作者:Heavenz",それがあなたの幸せとしても
The Beast.,スペクタクルP feat. 初音ミク,2,2,2026-06-23 07:10:09,非常驻妹妹,https://www.bilibili.com/video/BV17Y7M6eE3f?p=2,"非常驻妹妹
はるこたつぶとん倶楽部","BV17Y7M6eE3f
BV1EWGq6vEJs",音源/术力口词:初音ミク,thebeast
ケガレの唄,"羽生まゐご feat. flower
羽生まゐご feat.flower",2,1,2026-06-23 07:10:09,非常驻妹妹,https://www.bilibili.com/video/BV17Y7M6eE3f?p=4,非常驻妹妹,"BV17Y7M6eE3f
BV1stj66PEqo",音源/术力口词:v flower,ケガレの唄
キングスレイヤー,マイキP feat. 初音ミク,2,2,2026-06-23 07:10:09,非常驻妹妹,https://www.bilibili.com/video/BV17Y7M6eE3f?p=10,"非常驻妹妹
緋那ちび","BV17Y7M6eE3f
BV1hTEU6qEZT",音源/术力口词:初音ミク,キングスレイヤ
アンハッピーリフレイン,"wowaka feat. 初音ミク
wowaka feat.初音ミク",3,3,2026-06-22 04:28:26,緋那ちび,https://www.bilibili.com/video/BV1147c6sEe7?p=7,"緋那ちび
非常驻妹妹
羽澄さひろ","BV1147c6sEe7
BV1NDLZ6EEUh
BV1x3JE6jEHV","音源/术力口词:初音ミク
P主/术力口作者:wowaka",アンハッピリフレイン
ドリームレス・ドリームス,"はるまきごはん feat. 初音ミク
はるまきごはん
はるまき gohan",12,1,2026-06-22 04:22:39,Figaro,https://www.bilibili.com/video/BV1ys7c6dEDo?p=9,Figaro,"BV1ys7c6dEDo
BV19s5o6pENz
BV19tRqBcEnU
BV1fHcAzZEFF
BV1QBpqzhEgt
BV12gTdzBE1U
BV1b4izYsE4J
BV1JNtkemEyH
BV1MStrefEyC
BV1m63CeREuT
BV1Ss42137Km
BV1WJ4m1A7Rk","音源/术力口词:初音ミク
P主/术力口作者:はるまきごはん
已知术力口曲名:ドリームレス・ドリームス",ドリムレスドリムス
福寿草,"ぐにょ feat. 初音ミク
ぐにょ feat.初音ミク",4,3,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=3,"來-Ray-
323
Figaro","BV1yt7c69EsQ
BV1q77R6cEtj
BV1mJZwB8EVa
BV1k2421M7PJ",音源/术力口词:初音ミク,福寿草
ラブチーノ,Junky feat. 鏡音リン,1,1,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=5,來-Ray-,BV1yt7c69EsQ,"音源/术力口词:鏡音リン/レン
P主/术力口作者:Junky",ラブチノ
一心不乱,"梅とら feat. 巡音ルカ・GUMI・初音ミク
梅とら feat.巡音ルカ・初音ミク・GUMI
梅とら feat. 巡音ルカ, 初音ミク, GUMI",3,2,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=7,"來-Ray-
茨むあん","BV1yt7c69EsQ
BV1hKEU6MEjJ
BV1wUZcBQEBo","音源/术力口词:初音ミク
音源/术力口词:巡音ルカ
音源/术力口词:GUMI/Megpoid
P主/术力口作者:梅とら",一心不乱
ヴァニタス,"青栗鼠 feat. 歌愛ユキ
青栗鼠(feat.歌愛ユキ)",3,1,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=11,來-Ray-,"BV1yt7c69EsQ
BV1mJZwB8EVa",音源/术力口词:歌愛ユキ,ヴァニタス
虚ろを扇ぐ,獅子志司 feat. 初音ミク,2,1,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=12,來-Ray-,"BV1yt7c69EsQ
BV1mJZwB8EVa",音源/术力口词:初音ミク,虚ろを扇ぐ
ラブカ？,"柊キライ feat. flower
柊キライ feat. v flower
柊キライ",6,5,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=13,"來-Ray-
紅葉丸
CULUA
明日夢かなえ
よしか🦍","BV1yt7c69EsQ
BV1upEa6pE5A
BV13eQ8BAEeB
BV1zzAAzPEhY
BV1GHNgz2E9x
BV1Ns1PYGErx","音源/术力口词:v flower
P主/术力口作者:柊キライ
已知术力口曲名:ラブカ？",ラブカ
Alienate,"forute feat. 初音ミク
初音ミク&forute",2,1,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=15,來-Ray-,"BV1yt7c69EsQ
BV1XUQSBWEc3",音源/术力口词:初音ミク,alienate
イレヴンス,ポリスピカデリー feat. 初音ミク,3,1,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=16,來-Ray-,"BV1yt7c69EsQ
BV1ZAP3z9EX4
BV1mJZwB8EVa",音源/术力口词:初音ミク,イレヴンス
サラバイサラバイ,"とあ feat. 初音ミク
とあ",3,2,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=18,"來-Ray-
むんもっしゅ","BV1yt7c69EsQ
BV1mJZwB8EVa
BV17m42177o3","音源/术力口词:初音ミク
P主/术力口作者:とあ",サラバイサラバイ
神様の云う通り,TOKOTOKO（西沢さんP） feat. GUMI,1,1,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=19,來-Ray-,BV1yt7c69EsQ,"音源/术力口词:GUMI/Megpoid
P主/术力口作者:西沢さんP",神様の云う通り
ヒビカセ,"ギガP feat. 初音ミク
ギガP feat.初音ミク
Giga feat. 初音ミク",4,4,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=20,"來-Ray-
非常驻妹妹
凛々咲
Figaro","BV1yt7c69EsQ
BV1oy7d6hEKP
BV1HukiB3E8c
BV1vt421c7jC","音源/术力口词:初音ミク
P主/术力口作者:Giga
已知术力口曲名:ヒビカセ",ヒビカセ
SPiCa,"とくP feat. 初音ミク
とくP／初音ミク
とくP",8,4,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=22,"來-Ray-
なれたん
稀羽すう
むんもっしゅ","BV1yt7c69EsQ
BV1Gfwgz6E27
BV1WXZNBvEg4
BV1mJZwB8EVa
BV1GVc3zTEeu
BV1z4AnedEqQ
BV17D421P7F4
BV1ec411Y7vF","音源/术力口词:初音ミク
已知术力口曲名:SPiCA",spica
再教育,Neru feat. 鏡音リン・鏡音レン,1,1,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=24,來-Ray-,BV1yt7c69EsQ,"音源/术力口词:鏡音リン/レン
P主/术力口作者:Neru",再教育
再会,"はるまきごはん feat. 初音ミク
はるまきごはん feat.初音ミク",2,2,2026-06-22 04:22:05,來-Ray-,https://www.bilibili.com/video/BV1yt7c69EsQ?p=26,"來-Ray-
非常驻妹妹","BV1yt7c69EsQ
BV1RU5q6NEWF","音源/术力口词:初音ミク
P主/术力口作者:はるまきごはん",再会
テトリス,"柊マグネタイト feat.重音テト
柊マグネタイト feat. 重音テトSV
柊マグネタイト feat. 重音テト
柊マグネタイト
重音テト",8,4,2026-06-21 11:51:27,非常驻妹妹,https://www.bilibili.com/video/BV1Bzj46EES6?p=2,"非常驻妹妹
323
紅葉丸
CULUA","BV1Bzj46EES6
BV1twjt6YEKk
BV1upEa6pE5A
BV1LgVc6aEgN
BV1VHDJBqEBu
BV1TLSUB3EZa
BV1SD9NBwEUv
BV11GZtBcEsp","音源/术力口词:重音テト/UTAU
P主/术力口作者:柊マグネタイト
已知术力口曲名:テトリス
音源/术力口词:SynthV/NEUTRINO/VoiSona",テトリス
オーバーライド,"吉田夜世 feat.重音テト
吉田夜世 feat. 重音テト
吉田夜世 feat. 重音テトSV
吉田夜世",8,3,2026-06-21 11:51:27,非常驻妹妹,https://www.bilibili.com/video/BV1Bzj46EES6?p=5,"非常驻妹妹
Figaro
花丸晴琉","BV1Bzj46EES6
BV191j465EdE
BV1VXGV6tE7P
BV1TLSUB3EZa
BV1sTqrBJE1J
BV1p3ktYtEMX
BV1xUxfevEiA
BV1jaYQeUEgM","音源/术力口词:重音テト/UTAU
已知术力口曲名:オーバーライド
音源/术力口词:SynthV/NEUTRINO/VoiSona",オバライド
ラビットホール,"DECO*27 feat.初音ミク
DECO*27",5,3,2026-06-21 11:51:27,非常驻妹妹,https://www.bilibili.com/video/BV1Bzj46EES6?p=6,"非常驻妹妹
みなとん
あいまるん。","BV1Bzj46EES6
BV1ggjs6hECr
BV1nzjk6eECv
BV1H9GW6qE6h
BV1HAo1BMEyA","音源/术力口词:初音ミク
P主/术力口作者:DECO*27",ラビットホル
花降らし,"n-buna feat. 初音ミク
n-buna feat.初音ミク
n-buna
ナブナ",19,9,2026-06-21 11:26:15,明日夢かなえ,https://www.bilibili.com/video/BV1Mjj46NEjN?p=15,"明日夢かなえ
ノア・ポラリス
非常驻妹妹
透夏
澄花
茨むあん
Figaro
來-Ray-
戸鎖くくり","BV1Mjj46NEjN
BV1o4EJ6cEs3
BV1R8EJ6FEib
BV1QLVk6uEcC
BV1nD5F6uExU
BV13zLW6ZEsg
BV1NBRdBTExG
BV1ds99BVEiH
BV12DDzBEEy8
BV1CsSUBNEX7
BV1LnSSBdEeq
BV1vjDMB3EPT
BV1JRwUzoEpM
BV1Gfwgz6E27
BV1G4wxzmEV5
BV1GHNgz2E9x
BV1mJZwB8EVa
BV18EX6YqE1R
BV15HrJYREGt","音源/术力口词:初音ミク
P主/术力口作者:n-buna",花降らし
悪ノ娘,mothy(悪ノP) feat.鏡音リン,1,1,2026-06-21 10:37:21,323,https://www.bilibili.com/video/BV1twjt6YEKk?p=10,323,BV1twjt6YEKk,音源/术力口词:鏡音リン/レン,悪ノ娘
悪ノ召使,mothy(悪ノP) feat.鏡音レン,1,1,2026-06-21 10:37:21,323,https://www.bilibili.com/video/BV1twjt6YEKk?p=11,323,BV1twjt6YEKk,音源/术力口词:鏡音リン/レン,悪ノ召使
キャットフード,doriko feat. 初音ミク,1,1,2026-06-21 10:15:09,非常驻妹妹,https://www.bilibili.com/video/BV191j465EdE?p=5,非常驻妹妹,BV191j465EdE,"音源/术力口词:初音ミク
P主/术力口作者:doriko",キャットフド
侵蝕,"niki feat. 星界
niki&星界
niki",5,2,2026-06-21 10:15:09,非常驻妹妹,https://www.bilibili.com/video/BV191j465EdE?p=8,"非常驻妹妹
來-Ray-","BV191j465EdE
BV1TKR8BAEyP
BV1XUQSBWEc3
BV1wUZcBQEBo","音源/术力口词:CeVIO/星界/裏命/狐子/羽累
P主/术力口作者:niki",侵蝕
命のユースティティア,"Neru feat. 鏡音レン
Neru feat.鏡音レン
neru
Neru.feat.鏡音リン",6,5,2026-06-21 10:15:09,非常驻妹妹,https://www.bilibili.com/video/BV191j465EdE?p=10,"非常驻妹妹
茨むあん
來-Ray-
朱名
よしか🦍","BV191j465EdE
BV1hKEU6MEjJ
BV1KvDbBSEVM
BV167c2znErj
BV1mJZwB8EVa
BV1ijdhYZEtc","音源/术力口词:鏡音リン/レン
P主/术力口作者:Neru
已知术力口曲名:命のユースティティア",命のユスティティア
食べ歩き珍道中,LiLY,1,1,2026-06-21 10:15:09,非常驻妹妹,https://www.bilibili.com/video/BV191j465EdE?p=12,非常驻妹妹,BV191j465EdE,音源/术力口词:Lily,食べ歩き珍道中
歌に形はないけれど,"doriko feat. 初音ミク
doriko
Doriko",10,3,2026-06-21 10:15:09,非常驻妹妹,https://www.bilibili.com/video/BV191j465EdE?p=14,"非常驻妹妹
なれたん
むんもっしゅ","BV191j465EdE
BV1WeGf6MEEq
BV1oBd9BHE7R
BV1J5P7zrEB3
BV1tzcHzFEox
BV1HC411G7jZ
BV17m42177o3
BV1tq421F7jY
BV1oK4y117rM
BV1fN4y1W7hX","音源/术力口词:初音ミク
P主/术力口作者:doriko",歌に形はないけれど
透明エレジー,"n-buna feat.GUMI
n-buna feat. GUMI",2,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=3,非常驻妹妹,"BV1ggjs6hECr
BV1R8EJ6FEib","音源/术力口词:GUMI/Megpoid
P主/术力口作者:n-buna",透明エレジ
ハートアラモード,"DECO*27 feat.初音ミク
DECO*27",2,2,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=5,"非常驻妹妹
來-Ray-","BV1ggjs6hECr
BV1mJZwB8EVa","音源/术力口词:初音ミク
P主/术力口作者:DECO*27",ハトアラモド
エンヴィキャットウォーク,"トーマ feat.初音ミク
トーマ",3,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=6,非常驻妹妹,"BV1ggjs6hECr
BV1oy7d6hEKP
BV1TTLv6JE2b","音源/术力口词:初音ミク
P主/术力口作者:トーマ",エンヴィキャットウォク
オレンジ,トーマ feat.初音ミク,2,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=9,非常驻妹妹,"BV1ggjs6hECr
BV17KjJ6ZENz","音源/术力口词:初音ミク
P主/术力口作者:トーマ",オレンジ
幽霊屋敷の首吊り少女,トーマ feat.初音ミク,2,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=10,非常驻妹妹,"BV1ggjs6hECr
BV1oy7d6hEKP","音源/术力口词:初音ミク
P主/术力口作者:トーマ",幽霊屋敷の首吊り少女
アウターサイエンス,じん feat.IA,1,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=11,非常驻妹妹,BV1ggjs6hECr,"音源/术力口词:IA
P主/术力口作者:じん",アウタサイエンス
クノイチでも恋がしたい,みきとP feat.初音ミク・鏡音リン,1,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=12,非常驻妹妹,BV1ggjs6hECr,"音源/术力口词:初音ミク
音源/术力口词:鏡音リン/レン
P主/术力口作者:みきとP",クノイチでも恋がしたい
生きる,"水野あつ feat.可不
吐息 feat. v flower、Arh",3,2,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=14,"非常驻妹妹
紅葉丸","BV1ggjs6hECr
BV14KLZ6EEpo
BV1xd5g61Egu","音源/术力口词:可不/KAFU
音源/术力口词:v flower",生きる
Fire◎Flower,"halyosy feat.鏡音レン
Halyosy
absorb
halyosy feat. 鏡音レン
halyosy",8,4,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=18,"非常驻妹妹
音門るき
知悠
天ノ譜ステラ","BV1ggjs6hECr
BV1hE5z6eEJF
BV1CzRHBqE1H
BV1VroAB3EBy
BV1MEP8z4E1J
BV117P2zwEuq
BV1DofhBDEVV
BV1B7f8BbEQm","音源/术力口词:鏡音リン/レン
音源/术力口词:v flower
P主/术力口作者:halyosy
已知术力口曲名:Fire◎Flower",fireflower
「ねぇ。」,ナノウ(ほえほえP) feat.初音ミク,2,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=19,非常驻妹妹,"BV1ggjs6hECr
BV1oy7d6hEKP",音源/术力口词:初音ミク,ねえ
恋愛勇者,Last Note. feat.GUMI,2,1,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=22,非常驻妹妹,"BV1ggjs6hECr
BV1oy7d6hEKP","音源/术力口词:GUMI/Megpoid
P主/术力口作者:Last Note.",恋愛勇者
ロスタイムメモリー,"じん feat.IA
じん",3,3,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=23,"非常驻妹妹
紅葉丸
CULUA","BV1ggjs6hECr
BV1b3wPzEEvs
BV11GZtBcEsp","音源/术力口词:IA
P主/术力口作者:じん",ロスタイムメモリ
ホシアイ,"レフティーモンスターP feat.GUMI
レフティーモンスターP feat. GUMI",4,2,2026-06-21 09:26:56,非常驻妹妹,https://www.bilibili.com/video/BV1ggjs6hECr?p=24,"非常驻妹妹
茨むあん","BV1ggjs6hECr
BV1hKEU6MEjJ
BV1oy7d6hEKP
BV1ZPLs66EE3",音源/术力口词:GUMI/Megpoid,ホシアイ
熱異常,いよわ feat.足立レイ,1,1,2026-06-21 09:09:46,みなとん,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=10,みなとん,BV1fUjW6yEzQ,P主/术力口作者:いよわ,熱異常
ラヴィ,"すりぃ feat.鏡音レン
すりぃ feat. 鏡音レン
すりぃ",20,13,2026-06-21 09:09:46,みなとん,https://www.bilibili.com/video/BV1fUjW6yEzQ?p=12,"みなとん
紅葉丸
非常驻妹妹
響架
凛々咲
あいまるん。
联动
接力
來-Ray-
音門るき
酢酸
天籠りのん
Figaro","BV1fUjW6yEzQ
BV1upEa6pE5A
BV1JCEn6uEam
BV1jbGq6wEMw
BV1SZ5A6cE1E
BV1fPo1BiExH
BV12UoyB2EB1
BV1ajonBHEsB
BV1tcSQB7ERx
BV16TwUzfEXQ
BV1ZAP3z9EX4
BV1DofhBDEVV
BV1wUZcBQEBo
BV1JR6GBvEN1
BV15YzHBmEJi
BV1BumHBkEX9
BV1dbnszwEyh
BV1ZiMRzREtH
BV1mXSfYLEX8","音源/术力口词:鏡音リン/レン
P主/术力口作者:すりぃ
已知术力口曲名:ラヴィ",ラヴィ
ナイトドライバー,平田義久 feat.初音ミク・ゲキヤク・JOLNO,1,1,2026-06-20 20:04:31,非常驻妹妹,https://www.bilibili.com/video/BV17KjJ6ZENz?p=2,非常驻妹妹,BV17KjJ6ZENz,音源/术力口词:初音ミク,ナイトドライバ
初音ミクの激唱,cosMo@暴走P feat.初音ミク,1,1,2026-06-20 20:04:31,非常驻妹妹,https://www.bilibili.com/video/BV17KjJ6ZENz?p=3,非常驻妹妹,BV17KjJ6ZENz,音源/术力口词:初音ミク,初音ミクの激唱
従属ふりったー,koyori(電ポルP) feat.初音ミク,1,1,2026-06-20 20:04:31,非常驻妹妹,https://www.bilibili.com/video/BV17KjJ6ZENz?p=6,非常驻妹妹,BV17KjJ6ZENz,"音源/术力口词:初音ミク
P主/术力口作者:電ポルP",従属ふりつた
サラマンダー,"DECO*27 feat.初音ミク
DECO*27 feat. 初音ミク
DECO*27",5,4,2026-06-20 20:04:31,非常驻妹妹,https://www.bilibili.com/video/BV17KjJ6ZENz?p=7,"非常驻妹妹
ノア・ポラリス
稀羽すう
來-Ray-","BV17KjJ6ZENz
BV1qDDbBBETv
BV1gbAazeE1g
BV1mJZwB8EVa
BV1rF9UY1ELc","音源/术力口词:初音ミク
P主/术力口作者:DECO*27
已知术力口曲名:サラマンダー",サラマンダ
骸骨楽団とリリア,トーマ feat.初音ミク,1,1,2026-06-20 20:04:31,非常驻妹妹,https://www.bilibili.com/video/BV17KjJ6ZENz?p=9,非常驻妹妹,BV17KjJ6ZENz,"音源/术力口词:初音ミク
P主/术力口作者:トーマ",骸骨楽団とリリア
十面相,YM feat.GUMI,1,1,2026-06-20 20:04:31,非常驻妹妹,https://www.bilibili.com/video/BV17KjJ6ZENz?p=10,非常驻妹妹,BV17KjJ6ZENz,音源/术力口词:GUMI/Megpoid,十面相
メテオ,じょん feat.初音ミク,1,1,2026-06-20 20:04:31,非常驻妹妹,https://www.bilibili.com/video/BV17KjJ6ZENz?p=11,非常驻妹妹,BV17KjJ6ZENz,音源/术力口词:初音ミク,メテオ
ねぇ、どろどろさん,"YASUHIRO(康寛) feat. 鏡音リン
YASUHIRO",2,2,2026-06-20 19:52:03,茨むあん,https://www.bilibili.com/video/BV1e5jJ6pEqn?p=10,"茨むあん
Figaro","BV1e5jJ6pEqn
BV1XZt6eYEyQ","音源/术力口词:鏡音リン/レン
P主/术力口作者:YASUHIRO",ねえ、どろどろさん
始発とカフカ,"n-buna feat. 初音ミク
ナブナ",4,3,2026-06-20 19:51:14,澄花,https://www.bilibili.com/video/BV13LjJ6XEZp?p=12,"澄花
非常驻妹妹
はるこたつぶとん倶楽部","BV13LjJ6XEZp
BV1R8EJ6FEib
BV1EWGq6vEJs
BV1JC9sBBEdA","音源/术力口词:初音ミク
P主/术力口作者:n-buna",始発とカフカ
サボテンと蜃気楼,若干P feat.初音ミク,1,1,2026-06-20 19:32:10,非常驻妹妹,https://www.bilibili.com/video/BV1HRjE6KEYg?p=4,非常驻妹妹,BV1HRjE6KEYg,音源/术力口词:初音ミク,サボテンと蜃気楼
世田谷ナイトサファリ,"みきとP feat.初音ミク
みきとP feat. 初音ミク",4,4,2026-06-20 03:52:38,茨むあん,https://www.bilibili.com/video/BV1aJjk67EUv?p=17,"茨むあん
非常驻妹妹
來-Ray-
戸鎖くくり","BV1aJjk67EUv
BV1NDLZ6EEUh
BV1esGW64Ekg
BV1Xb9JBkEHm","音源/术力口词:初音ミク
P主/术力口作者:みきとP",世田谷ナイトサファリ
